trade_id,trade_date,booked_at,region,desk,book,year,quarter,notional,pnl,quantity,settled
100854,2025-12-01,2025-12-01 02:52:00,AMER,Commodities,O'Brien Holdings,2025,Q4,299368.82,-82314.31,234,true
100855,2021-04-28,2021-04-28 11:25:00,EMEA,Rates,O'Brien Holdings,2021,Q2,40544.05,-6188.04,451,true
100856,2022-05-20,2022-05-20 17:37:00,APAC,Commodities,Alpha Fund,2022,Q2,737131.63,-55013.91,222,true
100857,2023-07-24,2023-07-24 15:36:00,AMER,FX,Alpha Fund,2023,Q3,570556.35,-86511.71,245,true
100858,2024-12-14,2024-12-14 20:48:00,EMEA,Commodities,"Smith, ""Big"" Fund",2024,Q4,652271.66,26267.45,28,false
100859,2025-01-23,2025-01-23 02:25:00,APAC,Equities,O'Brien Holdings,2025,Q1,232837.34,-27900.97,140,true
100860,2021-05-23,2021-05-23 08:30:00,AMER,Equities,Alpha Fund,2021,Q2,577460.40,-73511.03,123,true
100861,2022-04-13,2022-04-13 09:48:00,EMEA,Rates,Beta Fund,2022,Q2,80488.18,80088.20,164,true
100862,2023-04-05,2023-04-05 08:15:00,APAC,Rates,Alpha Fund,2023,Q2,946592.59,-32711.64,447,true
100863,2024-08-15,2024-08-15 08:34:00,AMER,Commodities,O'Brien Holdings,2024,Q3,176154.34,-89571.38,125,true
100864,2025-09-09,2025-09-09 07:07:00,EMEA,Credit,Beta Fund,2025,Q3,700805.67,25423.77,53,true
100865,2021-04-17,2021-04-17 08:56:00,APAC,FX,Beta Fund,2021,Q2,856546.50,91804.58,404,false
100866,2022-07-11,2022-07-11 08:19:00,AMER,Rates,Beta Fund,2022,Q3,270630.18,50784.33,163,true
100867,2023-02-09,2023-02-09 10:03:00,EMEA,FX,"Smith, ""Big"" Fund",2023,Q1,361601.65,28196.74,56,true
100868,2024-01-28,2024-01-28 12:30:00,APAC,Commodities,Beta Fund,2024,Q1,747564.90,-58084.23,230,true
100869,2025-10-26,2025-10-26 21:35:00,AMER,Equities,O'Brien Holdings,2025,Q4,39956.87,-59422.41,162,false
100870,2021-09-13,2021-09-13 10:32:00,EMEA,FX,"Smith, ""Big"" Fund",2021,Q3,740316.98,64970.28,448,true
100871,2022-02-12,2022-02-12 14:04:00,APAC,Credit,O'Brien Holdings,2022,Q1,741260.94,91383.19,381,true
100872,2023-03-02,2023-03-02 17:21:00,AMER,Equities,Beta Fund,2023,Q1,687565.85,-14717.23,129,false
100873,2024-06-06,2024-06-06 07:44:00,EMEA,Commodities,O'Brien Holdings,2024,Q2,268703.46,-82228.96,362,false
100874,2025-09-09,2025-09-09 22:17:00,APAC,FX,Beta Fund,2025,Q3,11666.09,-58364.86,351,true
100875,2021-04-02,2021-04-02 17:15:00,AMER,FX,O'Brien Holdings,2021,Q2,842824.26,48068.45,469,true
100876,2022-02-19,2022-02-19 21:56:00,EMEA,Rates,Alpha Fund,2022,Q1,337981.66,25244.75,226,true
100877,2023-08-08,2023-08-08 08:00:00,APAC,Commodities,"Smith, ""Big"" Fund",2023,Q3,185561.80,625.65,326,true
100878,2024-01-07,2024-01-07 10:18:00,AMER,Commodities,Beta Fund,2024,Q1,399346.10,8750.61,76,true
100879,2025-05-24,2025-05-24 00:04:00,EMEA,Commodities,O'Brien Holdings,2025,Q2,64031.97,-21020.93,471,true
100880,2021-01-20,2021-01-20 21:17:00,APAC,Rates,Alpha Fund,2021,Q1,365367.15,84741.88,93,false
100881,2022-03-16,2022-03-16 17:37:00,AMER,Equities,Alpha Fund,2022,Q1,304456.96,97541.99,337,true
100882,2023-03-23,2023-03-23 23:23:00,EMEA,Credit,O'Brien Holdings,2023,Q1,861243.48,54642.18,257,false
100883,2024-02-19,2024-02-19 10:16:00,APAC,Commodities,O'Brien Holdings,2024,Q1,300712.18,-54053.24,277,false
100884,2025-05-10,2025-05-10 12:44:00,AMER,Rates,O'Brien Holdings,2025,Q2,142504.97,57791.47,315,true
100885,2021-05-05,2021-05-05 16:46:00,EMEA,Rates,O'Brien Holdings,2021,Q2,405164.54,-29755.77,55,false
100886,2022-11-04,2022-11-04 23:26:00,APAC,Commodities,"Smith, ""Big"" Fund",2022,Q4,951099.42,-86641.76,199,true
100887,2023-06-21,2023-06-21 11:50:00,AMER,Rates,"Smith, ""Big"" Fund",2023,Q2,418674.12,63551.02,245,true
100888,2024-05-24,2024-05-24 18:45:00,EMEA,FX,"Smith, ""Big"" Fund",2024,Q2,943746.24,-41461.28,423,false
100889,2025-05-11,2025-05-11 18:55:00,APAC,Rates,Beta Fund,2025,Q2,351391.48,-24903.62,335,false
100890,2021-05-24,2021-05-24 10:29:00,AMER,Equities,Alpha Fund,2021,Q2,110458.08,80797.44,462,true
100891,2022-05-27,2022-05-27 05:08:00,EMEA,Commodities,O'Brien Holdings,2022,Q2,344011.68,3895.04,336,true
100892,2023-07-25,2023-07-25 14:01:00,APAC,Commodities,Alpha Fund,2023,Q3,950775.80,-45217.73,7,true
100893,2024-02-20,2024-02-20 10:00:00,AMER,Commodities,Alpha Fund,2024,Q1,453762.55,13726.37,55,true
100894,2025-12-03,2025-12-03 00:39:00,EMEA,Credit,O'Brien Holdings,2025,Q4,183436.85,-81722.24,28,true
100895,2021-04-09,2021-04-09 18:02:00,APAC,Credit,O'Brien Holdings,2021,Q2,34776.17,-23762.23,294,true
100896,2022-11-24,2022-11-24 02:42:00,AMER,Equities,Alpha Fund,2022,Q4,848398.42,-64514.33,383,true
100897,2023-07-15,2023-07-15 05:37:00,EMEA,Rates,"Smith, ""Big"" Fund",2023,Q3,882591.93,95515.34,216,true
100898,2024-04-25,2024-04-25 08:19:00,APAC,FX,O'Brien Holdings,2024,Q2,872269.18,-73379.59,350,true
100899,2025-02-23,2025-02-23 08:38:00,AMER,Rates,"Smith, ""Big"" Fund",2025,Q1,829994.00,-10584.94,379,true
100900,2021-09-24,2021-09-24 10:02:00,EMEA,FX,Alpha Fund,2021,Q3,376076.26,73248.04,179,true
100901,2022-11-01,2022-11-01 04:52:00,APAC,FX,Beta Fund,2022,Q4,437854.76,-42906.43,283,false
100902,2023-10-23,2023-10-23 11:06:00,AMER,Commodities,O'Brien Holdings,2023,Q4,426906.31,-15852.85,55,true
100903,2024-04-22,2024-04-22 15:53:00,EMEA,Credit,Alpha Fund,2024,Q2,445346.24,-58979.98,186,true
100904,2025-11-11,2025-11-11 09:56:00,APAC,Credit,O'Brien Holdings,2025,Q4,864945.57,1587.29,256,true
100905,2021-08-13,2021-08-13 21:20:00,AMER,Equities,Beta Fund,2021,Q3,758473.11,37836.73,59,true
100906,2022-08-02,2022-08-02 04:06:00,EMEA,Commodities,Beta Fund,2022,Q3,927233.05,69644.91,191,true
100907,2023-06-17,2023-06-17 02:18:00,APAC,FX,Beta Fund,2023,Q2,130467.21,-87444.02,460,true
100908,2024-06-21,2024-06-21 08:08:00,AMER,FX,Alpha Fund,2024,Q2,243590.53,-76337.13,182,false
100909,2025-09-18,2025-09-18 15:15:00,EMEA,Rates,Alpha Fund,2025,Q3,38449.48,-35215.89,195,true
100910,2021-03-04,2021-03-04 21:01:00,APAC,Rates,Beta Fund,2021,Q1,389800.39,18219.98,174,true
100911,2022-11-27,2022-11-27 10:53:00,AMER,Commodities,"Smith, ""Big"" Fund",2022,Q4,736092.15,-26630.88,89,true
100912,2023-08-26,2023-08-26 07:23:00,EMEA,Credit,O'Brien Holdings,2023,Q3,227353.78,-71551.82,474,true
100913,2024-04-27,2024-04-27 12:41:00,APAC,Rates,Beta Fund,2024,Q2,590957.90,55591.34,451,false
100914,2025-10-24,2025-10-24 12:28:00,AMER,Commodities,Alpha Fund,2025,Q4,392094.24,91737.80,1,true
100915,2021-05-14,2021-05-14 19:58:00,EMEA,Rates,Beta Fund,2021,Q2,293623.26,45220.32,148,true
100916,2022-09-17,2022-09-17 06:46:00,APAC,Credit,"Smith, ""Big"" Fund",2022,Q3,870933.79,11688.12,249,true
100917,2023-06-10,2023-06-10 11:53:00,AMER,Equities,O'Brien Holdings,2023,Q2,256381.89,-14803.99,400,true
100918,2024-04-20,2024-04-20 04:35:00,EMEA,Equities,Beta Fund,2024,Q2,423082.33,-40764.98,406,true
100919,2025-04-11,2025-04-11 00:33:00,APAC,Credit,Alpha Fund,2025,Q2,311808.97,8553.76,437,true
100920,2021-07-05,2021-07-05 05:15:00,AMER,Credit,Beta Fund,2021,Q3,537630.37,-91979.07,405,true
100921,2022-08-16,2022-08-16 13:01:00,EMEA,Credit,Beta Fund,2022,Q3,349292.55,95883.95,312,true
100922,2023-10-05,2023-10-05 00:27:00,APAC,Equities,"Smith, ""Big"" Fund",2023,Q4,889433.66,86425.80,300,true
100923,2024-12-25,2024-12-25 16:03:00,AMER,Equities,"Smith, ""Big"" Fund",2024,Q4,284685.74,-30237.72,325,true
100924,2025-08-21,2025-08-21 09:03:00,EMEA,Commodities,O'Brien Holdings,2025,Q3,779786.87,-50356.44,358,true
100925,2021-09-20,2021-09-20 23:04:00,APAC,Equities,O'Brien Holdings,2021,Q3,293087.69,6544.65,124,true
100926,2022-02-11,2022-02-11 14:14:00,AMER,Equities,"Smith, ""Big"" Fund",2022,Q1,134811.86,-8410.16,22,true
100927,2023-05-28,2023-05-28 07:09:00,EMEA,FX,Beta Fund,2023,Q2,766222.86,-96259.01,235,true
100928,2024-04-09,2024-04-09 13:54:00,APAC,Commodities,Beta Fund,2024,Q2,736557.16,35111.66,273,true
100929,2025-02-11,2025-02-11 15:15:00,AMER,Credit,Alpha Fund,2025,Q1,593541.66,5835.72,440,true
100930,2021-02-10,2021-02-10 01:56:00,EMEA,FX,O'Brien Holdings,2021,Q1,687963.67,-21298.67,240,true
100931,2022-08-13,2022-08-13 18:24:00,APAC,Commodities,Beta Fund,2022,Q3,499206.85,-10419.01,64,false
100932,2023-04-04,2023-04-04 09:25:00,AMER,Commodities,Alpha Fund,2023,Q2,253302.59,-42794.24,50,true
100933,2024-05-06,2024-05-06 16:14:00,EMEA,Commodities,O'Brien Holdings,2024,Q2,999041.99,99188.03,189,true
100934,2025-11-18,2025-11-18 18:44:00,APAC,Equities,Beta Fund,2025,Q4,797974.14,-66315.22,262,true
100935,2021-04-15,2021-04-15 19:49:00,AMER,Credit,O'Brien Holdings,2021,Q2,40020.70,-28286.07,30,true
100936,2022-01-28,2022-01-28 09:41:00,EMEA,Credit,"Smith, ""Big"" Fund",2022,Q1,802539.77,56256.07,176,true
100937,2023-12-12,2023-12-12 12:33:00,APAC,FX,Alpha Fund,2023,Q4,967015.56,-4391.57,282,true
100938,2024-12-26,2024-12-26 05:21:00,AMER,Commodities,Beta Fund,2024,Q4,154924.27,66648.81,448,false
100939,2025-09-27,2025-09-27 18:19:00,EMEA,Credit,"Smith, ""Big"" Fund",2025,Q3,54588.94,-40762.60,264,true
100940,2021-11-07,2021-11-07 12:51:00,APAC,Credit,Alpha Fund,2021,Q4,323647.03,55349.85,31,true
100941,2022-03-11,2022-03-11 12:42:00,AMER,FX,"Smith, ""Big"" Fund",2022,Q1,375776.05,-42459.67,357,true
100942,2023-10-23,2023-10-23 21:26:00,EMEA,FX,Alpha Fund,2023,Q4,630030.36,8295.54,495,false
100943,2024-01-01,2024-01-01 03:17:00,APAC,Credit,Alpha Fund,2024,Q1,872863.31,4946.13,217,false
100944,2025-05-01,2025-05-01 09:24:00,AMER,Commodities,"Smith, ""Big"" Fund",2025,Q2,496208.16,-37045.64,414,true
100945,2021-03-13,2021-03-13 14:56:00,EMEA,Equities,O'Brien Holdings,2021,Q1,980193.81,-95871.59,331,true
100946,2022-09-17,2022-09-17 15:40:00,APAC,FX,O'Brien Holdings,2022,Q3,428125.56,37205.40,28,false
100947,2023-10-16,2023-10-16 14:35:00,AMER,Equities,"Smith, ""Big"" Fund",2023,Q4,293687.51,-18461.21,383,true
100948,2024-02-09,2024-02-09 04:17:00,EMEA,Equities,"Smith, ""Big"" Fund",2024,Q1,310958.92,70733.42,171,true
100949,2025-08-24,2025-08-24 17:55:00,APAC,Equities,"Smith, ""Big"" Fund",2025,Q3,546197.57,52166.02,229,true
100950,2021-02-16,2021-02-16 07:09:00,AMER,Equities,Alpha Fund,2021,Q1,706917.88,-64162.69,137,false
100951,2022-03-09,2022-03-09 10:49:00,EMEA,Equities,Beta Fund,2022,Q1,545542.67,68016.11,286,true
100952,2023-09-14,2023-09-14 16:39:00,APAC,Rates,O'Brien Holdings,2023,Q3,255124.31,-97631.61,279,true
100953,2024-02-08,2024-02-08 04:48:00,AMER,Equities,Alpha Fund,2024,Q1,505279.07,96775.12,390,false
100954,2025-05-01,2025-05-01 20:17:00,EMEA,Equities,O'Brien Holdings,2025,Q2,898975.99,97685.66,348,false
100955,2021-04-10,2021-04-10 10:30:00,APAC,FX,O'Brien Holdings,2021,Q2,935243.70,28193.24,343,false
100956,2022-05-13,2022-05-13 22:15:00,AMER,Rates,Beta Fund,2022,Q2,537283.90,-98386.24,173,true
100957,2023-11-28,2023-11-28 12:43:00,EMEA,Rates,"Smith, ""Big"" Fund",2023,Q4,286564.63,61658.12,458,true
100958,2024-03-22,2024-03-22 22:49:00,APAC,Commodities,O'Brien Holdings,2024,Q1,209384.15,-2370.28,123,true
100959,2025-11-20,2025-11-20 16:59:00,AMER,Credit,Beta Fund,2025,Q4,430924.22,44709.35,123,true
100960,2021-07-05,2021-07-05 10:52:00,EMEA,Rates,O'Brien Holdings,2021,Q3,908901.41,7778.31,439,false
100961,2022-10-09,2022-10-09 06:30:00,APAC,Rates,Beta Fund,2022,Q4,339033.06,9921.75,99,true
100962,2023-03-20,2023-03-20 02:03:00,AMER,Rates,"Smith, ""Big"" Fund",2023,Q1,619449.02,47396.48,177,true
100963,2024-01-04,2024-01-04 05:44:00,EMEA,Credit,Alpha Fund,2024,Q1,52742.42,14429.52,23,true
100964,2025-06-15,2025-06-15 13:32:00,APAC,Credit,Alpha Fund,2025,Q2,898015.20,-47189.58,409,true
100965,2021-06-03,2021-06-03 01:46:00,AMER,Commodities,O'Brien Holdings,2021,Q2,163908.98,89821.16,464,true
100966,2022-05-26,2022-05-26 04:43:00,EMEA,Equities,Alpha Fund,2022,Q2,918474.30,-43254.34,448,true
100967,2023-01-04,2023-01-04 23:18:00,APAC,Credit,Alpha Fund,2023,Q1,583543.76,-50301.29,333,true
100968,2024-05-23,2024-05-23 07:53:00,AMER,FX,"Smith, ""Big"" Fund",2024,Q2,872662.40,17399.46,460,true
100969,2025-05-12,2025-05-12 10:09:00,EMEA,Credit,O'Brien Holdings,2025,Q2,178348.29,76995.02,331,true
100970,2021-08-11,2021-08-11 19:48:00,APAC,Credit,"Smith, ""Big"" Fund",2021,Q3,601403.45,-43203.95,419,true
100971,2022-03-23,2022-03-23 23:50:00,AMER,FX,"Smith, ""Big"" Fund",2022,Q1,839480.99,-45980.90,458,true
100972,2023-08-19,2023-08-19 13:55:00,EMEA,Rates,Beta Fund,2023,Q3,470380.64,-85031.80,329,true
100973,2024-03-15,2024-03-15 09:49:00,APAC,Commodities,"Smith, ""Big"" Fund",2024,Q1,971702.05,78194.11,226,true
100974,2025-07-17,2025-07-17 07:03:00,AMER,Rates,O'Brien Holdings,2025,Q3,845013.64,80799.18,125,true
100975,2021-06-09,2021-06-09 08:24:00,EMEA,Rates,Alpha Fund,2021,Q2,537504.85,93941.60,466,true
100976,2022-02-16,2022-02-16 23:37:00,APAC,Equities,Alpha Fund,2022,Q1,320111.87,33370.29,17,false
100977,2023-08-15,2023-08-15 10:33:00,AMER,Commodities,"Smith, ""Big"" Fund",2023,Q3,901574.01,-35128.59,370,true
100978,2024-02-02,2024-02-02 00:26:00,EMEA,Equities,Beta Fund,2024,Q1,6595.26,70086.29,19,true
100979,2025-02-01,2025-02-01 07:19:00,APAC,Commodities,O'Brien Holdings,2025,Q1,924509.60,96895.49,2,true
100980,2021-11-05,2021-11-05 09:50:00,AMER,Equities,Alpha Fund,2021,Q4,874888.63,-90715.23,269,true
100981,2022-05-19,2022-05-19 02:16:00,EMEA,Credit,Alpha Fund,2022,Q2,290952.61,51294.94,127,true
100982,2023-01-25,2023-01-25 11:15:00,APAC,FX,Beta Fund,2023,Q1,689207.99,-77042.34,133,false
100983,2024-09-05,2024-09-05 05:11:00,AMER,Credit,"Smith, ""Big"" Fund",2024,Q3,876499.26,-10916.72,421,false
100984,2025-05-08,2025-05-08 18:05:00,EMEA,Credit,"Smith, ""Big"" Fund",2025,Q2,982206.93,-71303.10,226,true
100985,2021-05-05,2021-05-05 16:11:00,APAC,Credit,Alpha Fund,2021,Q2,442909.01,16147.03,370,true
100986,2022-11-05,2022-11-05 17:29:00,AMER,Credit,Alpha Fund,2022,Q4,479646.93,-77896.74,244,true
100987,2023-08-11,2023-08-11 17:09:00,EMEA,Commodities,O'Brien Holdings,2023,Q3,762820.85,35485.08,166,false
100988,2024-08-20,2024-08-20 18:27:00,APAC,Commodities,Beta Fund,2024,Q3,141040.63,96970.59,308,true
100989,2025-12-26,2025-12-26 17:18:00,AMER,FX,Alpha Fund,2025,Q4,395095.41,23237.78,9,true
100990,2021-05-02,2021-05-02 13:07:00,EMEA,Equities,Alpha Fund,2021,Q2,521111.43,68949.04,82,true
100991,2022-12-27,2022-12-27 22:44:00,APAC,FX,Beta Fund,2022,Q4,97854.52,27018.87,370,true
100992,2023-10-14,2023-10-14 06:23:00,AMER,FX,O'Brien Holdings,2023,Q4,478098.98,-88127.81,130,true
100993,2024-12-07,2024-12-07 13:20:00,EMEA,FX,Alpha Fund,2024,Q4,185631.72,59160.75,17,true
100994,2025-09-09,2025-09-09 16:10:00,APAC,FX,Alpha Fund,2025,Q3,209926.10,-28751.63,318,true
100995,2021-12-24,2021-12-24 17:29:00,AMER,Commodities,Alpha Fund,2021,Q4,276252.74,-5022.07,453,true
100996,2022-11-01,2022-11-01 16:21:00,EMEA,Rates,O'Brien Holdings,2022,Q4,203736.38,-3919.23,347,true
100997,2023-02-26,2023-02-26 00:04:00,APAC,Equities,"Smith, ""Big"" Fund",2023,Q1,394761.33,570.52,119,true
100998,2024-01-03,2024-01-03 02:36:00,AMER,Equities,"Smith, ""Big"" Fund",2024,Q1,90714.37,50866.25,86,true
100999,2025-06-02,2025-06-02 21:07:00,EMEA,FX,"Smith, ""Big"" Fund",2025,Q2,611350.20,1204.68,412,true
101000,2021-12-06,2021-12-06 23:29:00,APAC,FX,O'Brien Holdings,2021,Q4,407376.70,-38171.14,213,true
101001,2022-07-26,2022-07-26 04:19:00,AMER,Commodities,Alpha Fund,2022,Q3,732273.46,24655.33,233,true
101002,2023-08-17,2023-08-17 16:46:00,EMEA,Commodities,"Smith, ""Big"" Fund",2023,Q3,15038.35,33496.72,458,true
101003,2024-03-19,2024-03-19 04:07:00,APAC,FX,"Smith, ""Big"" Fund",2024,Q1,483978.72,39763.50,470,true
101004,2025-07-06,2025-07-06 17:22:00,AMER,Equities,Beta Fund,2025,Q3,748695.02,-27862.54,378,false
101005,2021-06-07,2021-06-07 14:51:00,EMEA,FX,O'Brien Holdings,2021,Q2,942329.59,-43843.46,271,false
101006,2022-03-07,2022-03-07 13:09:00,APAC,Rates,Alpha Fund,2022,Q1,945753.55,-70601.32,125,false
101007,2023-08-14,2023-08-14 04:44:00,AMER,FX,Beta Fund,2023,Q3,8168.16,76071.13,356,true
101008,2024-03-14,2024-03-14 12:07:00,EMEA,Commodities,"Smith, ""Big"" Fund",2024,Q1,822593.43,31800.64,287,false
101009,2025-02-14,2025-02-14 08:52:00,APAC,Credit,Beta Fund,2025,Q1,340884.18,61474.87,462,true
101010,2021-11-22,2021-11-22 20:47:00,AMER,FX,"Smith, ""Big"" Fund",2021,Q4,207651.44,85662.39,473,true
101011,2022-05-15,2022-05-15 07:56:00,EMEA,Equities,O'Brien Holdings,2022,Q2,983843.38,-11911.66,79,true
101012,2023-02-02,2023-02-02 14:36:00,APAC,Rates,Alpha Fund,2023,Q1,176862.09,86228.63,61,true
101013,2024-03-05,2024-03-05 05:57:00,AMER,FX,O'Brien Holdings,2024,Q1,25826.48,-70863.30,126,true
101014,2025-05-12,2025-05-12 00:54:00,EMEA,Commodities,Beta Fund,2025,Q2,413966.96,-98696.38,391,true
101015,2021-11-27,2021-11-27 09:15:00,APAC,Rates,Beta Fund,2021,Q4,502104.10,46697.93,422,true
101016,2022-06-18,2022-06-18 07:13:00,AMER,Equities,Beta Fund,2022,Q2,187594.34,-35807.74,388,true
101017,2023-11-22,2023-11-22 09:42:00,EMEA,Credit,Alpha Fund,2023,Q4,512345.10,-30581.15,315,true
101018,2024-02-14,2024-02-14 11:47:00,APAC,Rates,Alpha Fund,2024,Q1,718219.74,89679.27,491,false
101019,2025-11-20,2025-11-20 17:39:00,AMER,Equities,Alpha Fund,2025,Q4,156417.77,-45286.25,308,true
101020,2021-06-04,2021-06-04 07:52:00,EMEA,Rates,"Smith, ""Big"" Fund",2021,Q2,973561.07,71659.18,100,true
101021,2022-09-27,2022-09-27 19:37:00,APAC,Credit,Alpha Fund,2022,Q3,190993.57,-30543.94,270,true
101022,2023-12-03,2023-12-03 16:39:00,AMER,Rates,O'Brien Holdings,2023,Q4,691834.96,79457.61,273,false
101023,2024-04-25,2024-04-25 21:04:00,EMEA,FX,O'Brien Holdings,2024,Q2,740075.78,-32435.03,38,true
101024,2025-05-16,2025-05-16 05:10:00,APAC,Credit,O'Brien Holdings,2025,Q2,743393.13,97965.12,22,true
101025,2021-10-18,2021-10-18 04:39:00,AMER,Credit,Beta Fund,2021,Q4,701733.86,31856.15,322,false
101026,2022-10-13,2022-10-13 08:50:00,EMEA,Equities,Alpha Fund,2022,Q4,91924.99,4956.34,390,false
101027,2023-02-23,2023-02-23 08:19:00,APAC,FX,Alpha Fund,2023,Q1,490780.32,19750.04,452,false
101028,2024-01-18,2024-01-18 19:10:00,AMER,Rates,"Smith, ""Big"" Fund",2024,Q1,631520.26,-62208.91,11,true
101029,2025-07-05,2025-07-05 06:47:00,EMEA,Equities,Alpha Fund,2025,Q3,169311.93,-36518.17,311,false
101030,2021-12-09,2021-12-09 03:05:00,APAC,Commodities,"Smith, ""Big"" Fund",2021,Q4,253609.01,-74955.72,482,true
101031,2022-09-03,2022-09-03 16:31:00,AMER,FX,Beta Fund,2022,Q3,396623.61,-12700.36,354,true
101032,2023-09-21,2023-09-21 11:17:00,EMEA,Commodities,Beta Fund,2023,Q3,836439.85,-63372.28,38,false
101033,2024-06-07,2024-06-07 22:18:00,APAC,Credit,"Smith, ""Big"" Fund",2024,Q2,163546.87,26035.98,211,true
101034,2025-01-12,2025-01-12 14:28:00,AMER,Equities,Alpha Fund,2025,Q1,515430.67,85557.36,93,true
101035,2021-07-08,2021-07-08 06:33:00,EMEA,Commodities,Alpha Fund,2021,Q3,84010.80,-57777.04,272,true
101036,2022-11-24,2022-11-24 04:59:00,APAC,Commodities,"Smith, ""Big"" Fund",2022,Q4,167767.81,44028.62,91,true
101037,2023-03-24,2023-03-24 08:42:00,AMER,Commodities,Beta Fund,2023,Q1,897452.50,-45528.22,374,true
101038,2024-06-04,2024-06-04 02:24:00,EMEA,Equities,Alpha Fund,2024,Q2,567155.06,59976.83,22,false
101039,2025-07-01,2025-07-01 08:08:00,APAC,Rates,"Smith, ""Big"" Fund",2025,Q3,742060.56,-79789.88,404,false
101040,2021-01-22,2021-01-22 20:54:00,AMER,Rates,Beta Fund,2021,Q1,531296.37,-59886.15,348,true
101041,2022-01-20,2022-01-20 11:59:00,EMEA,Equities,O'Brien Holdings,2022,Q1,701757.46,1105.06,69,true
101042,2023-04-15,2023-04-15 04:07:00,APAC,Credit,O'Brien Holdings,2023,Q2,650548.33,77824.32,90,false
101043,2024-07-25,2024-07-25 14:47:00,AMER,Commodities,Alpha Fund,2024,Q3,898009.81,-13122.48,194,true
101044,2025-04-18,2025-04-18 20:37:00,EMEA,Credit,Alpha Fund,2025,Q2,871693.57,-53128.66,276,true
101045,2021-11-15,2021-11-15 00:57:00,APAC,Rates,O'Brien Holdings,2021,Q4,487787.95,-56261.12,11,true
101046,2022-09-05,2022-09-05 06:47:00,AMER,Credit,Beta Fund,2022,Q3,106603.69,-12410.28,439,true
101047,2023-05-02,2023-05-02 23:27:00,EMEA,FX,Alpha Fund,2023,Q2,240256.45,9240.47,325,true
101048,2024-07-15,2024-07-15 01:08:00,APAC,FX,Beta Fund,2024,Q3,358649.41,62337.62,187,true
101049,2025-09-17,2025-09-17 16:08:00,AMER,Rates,Beta Fund,2025,Q3,601152.87,-46956.43,372,true
101050,2021-09-11,2021-09-11 22:20:00,EMEA,Credit,Beta Fund,2021,Q3,869974.50,53963.06,93,true
101051,2022-06-07,2022-06-07 17:18:00,APAC,Rates,Beta Fund,2022,Q2,935995.71,-7601.99,298,true
101052,2023-04-08,2023-04-08 19:14:00,AMER,Commodities,"Smith, ""Big"" Fund",2023,Q2,81974.96,17632.29,300,true
101053,2024-04-03,2024-04-03 17:40:00,EMEA,Equities,O'Brien Holdings,2024,Q2,389140.50,-98392.38,82,true
101054,2025-11-05,2025-11-05 06:40:00,APAC,Equities,O'Brien Holdings,2025,Q4,225373.32,-78782.90,485,true
101055,2021-07-24,2021-07-24 17:06:00,AMER,Credit,Beta Fund,2021,Q3,649946.24,-38702.96,45,true
101056,2022-12-21,2022-12-21 04:42:00,EMEA,Rates,"Smith, ""Big"" Fund",2022,Q4,462546.85,78238.04,164,true
101057,2023-06-27,2023-06-27 02:07:00,APAC,Credit,O'Brien Holdings,2023,Q2,749555.71,5371.29,268,true
101058,2024-02-17,2024-02-17 05:14:00,AMER,FX,O'Brien Holdings,2024,Q1,485268.36,98395.29,89,false
101059,2025-10-28,2025-10-28 02:17:00,EMEA,Commodities,Beta Fund,2025,Q4,814913.92,45560.61,416,true
101060,2021-03-22,2021-03-22 21:14:00,APAC,Rates,O'Brien Holdings,2021,Q1,641639.15,88730.63,319,true
101061,2022-01-28,2022-01-28 00:03:00,AMER,Rates,O'Brien Holdings,2022,Q1,127973.91,-46805.80,3,true
101062,2023-03-07,2023-03-07 08:59:00,EMEA,FX,Beta Fund,2023,Q1,504593.36,20075.60,436,true
101063,2024-07-25,2024-07-25 17:34:00,APAC,Credit,Alpha Fund,2024,Q3,686429.37,84150.63,344,true
101064,2025-06-01,2025-06-01 04:33:00,AMER,Credit,"Smith, ""Big"" Fund",2025,Q2,538007.40,94977.06,483,true
101065,2021-09-11,2021-09-11 00:51:00,EMEA,Credit,Alpha Fund,2021,Q3,341153.37,1620.30,266,false
101066,2022-04-18,2022-04-18 02:39:00,APAC,Commodities,O'Brien Holdings,2022,Q2,517237.69,25285.66,478,true
101067,2023-04-11,2023-04-11 17:59:00,AMER,Equities,Alpha Fund,2023,Q2,788748.12,-91052.64,14,true
101068,2024-04-24,2024-04-24 07:14:00,EMEA,Equities,O'Brien Holdings,2024,Q2,780832.87,-58497.30,488,true
101069,2025-08-08,2025-08-08 20:38:00,APAC,Credit,"Smith, ""Big"" Fund",2025,Q3,774668.93,16046.40,18,false
101070,2021-09-13,2021-09-13 02:00:00,AMER,Rates,"Smith, ""Big"" Fund",2021,Q3,71778.00,-38499.54,2,false
101071,2022-10-03,2022-10-03 22:45:00,EMEA,Credit,"Smith, ""Big"" Fund",2022,Q4,828756.79,93634.02,258,true
101072,2023-08-05,2023-08-05 04:13:00,APAC,Credit,Beta Fund,2023,Q3,890642.60,-28720.61,246,true
101073,2024-04-06,2024-04-06 17:13:00,AMER,Credit,"Smith, ""Big"" Fund",2024,Q2,947757.23,17367.22,53,false
101074,2025-05-24,2025-05-24 23:09:00,EMEA,Commodities,Alpha Fund,2025,Q2,841537.98,-78741.13,482,true
101075,2021-09-02,2021-09-02 07:15:00,APAC,Commodities,Alpha Fund,2021,Q3,77093.95,82621.46,445,true
